Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	label
1	Spectrogram 1	1	17.210698987	18.914378333	1882.4	6839.2	HOWA-song-B
2	Spectrogram 1	1	33.525399097	35.468009083	1882.4	7121.6	HOWA-song-B
3	Spectrogram 1	1	51.543632317	52.925274714	1788.2	6054.9	HOWA-song-B
4	Spectrogram 1	1	67.042973676	68.850535909	1411.8	6933.3	HOWA-song-B
5	Spectrogram 1	1	81.736611510	83.637668341	1662.7	6745.1	HOWA-song-B
6	Spectrogram 1	1	4.737059646	6.399185837	1788.2	6337.3	HOWA-song-B
7	Spectrogram 1	1	1.662126191	2.732119927	1478.7	4928.9	?
8	Spectrogram 1	1	3.178816341	3.947549705	2009.5	4815.2	?
9	Spectrogram 1	1	4.446187562	5.453851566	1706.2	5876.8	?
10	Spectrogram 1	1	6.866658829	7.926264276	1630.3	6104.3	?
11	Spectrogram 1	1	8.518396731	9.370236404	1744.1	4739.3	?
12	Spectrogram 1	1	9.775379664	11.229740081	2009.5	4815.2	?
13	Spectrogram 1	1	12.351675260	13.182738356	1630.3	4208.5	?
14	Spectrogram 1	1	13.265844666	14.055354607	1592.4	5080.6	?
15	Spectrogram 1	1	14.450109577	15.343502405	1819.9	4625.6	?
16	Spectrogram 1	1	21.255077626	22.709438043	1895.7	5118.5	?
17	Spectrogram 1	1	23.135357880	23.924867821	1744.1	5876.8	?
18	Spectrogram 1	1	25.483111125	26.251844489	1971.6	5080.6	?
19	Spectrogram 1	1	26.501163418	27.311449936	1744.1	4966.8	?
20	Spectrogram 1	1	27.799699505	28.786586931	1782.0	5080.6	?
21	Spectrogram 1	1	29.279822583	30.277098298	1895.7	5270.1	?
22	Spectrogram 1	1	30.848454176	31.960001067	1440.8	4928.9	?
23	Spectrogram 1	1	32.645628121	33.424749773	1630.3	5194.3	?
24	Spectrogram 1	1	35.460854357	36.219199432	2123.2	4891.0	?
25	Spectrogram 1	1	36.385412051	37.486570653	1971.6	4473.9	?
26	Spectrogram 1	1	38.265692306	39.044813958	1857.8	5308.1	?
27	Spectrogram 1	1	39.668111280	40.426456354	1782.0	5725.1	?
28	Spectrogram 1	1	40.839536342	41.971859810	1971.6	5990.5	?
29	Spectrogram 1	1	42.138072429	43.083406701	1668.2	5952.6	?
30	Spectrogram 1	1	43.280784186	43.966411240	1819.9	4966.8	?
31	Spectrogram 1	1	44.776697758	45.597372565	1630.3	5270.1	?
32	Spectrogram 1	1	46.002515825	46.812802343	1630.3	4966.8	?
33	Spectrogram 1	1	47.010179828	47.872407790	2237.0	5535.5	?
34	Spectrogram 1	1	48.412598802	49.264438475	2047.4	5497.6	
35	Spectrogram 1	1	49.617640291	50.365597077	2274.9	5763.0	?
36	Spectrogram 1	1	50.739575470	51.632968298	2047.4	5763.0	?
37	Spectrogram 1	1	52.676437063	53.227016364	1895.7	4701.4	?
38	Spectrogram 1	1	53.621771335	54.483999297	1782.0	4966.8	?
39	Spectrogram 1	1	54.712541648	55.605934476	1478.7	4625.6	?
40	Spectrogram 1	1	55.948748003	56.873305697	1630.3	4739.3	?
41	Spectrogram 1	1	57.299225534	57.974464299	1857.8	5270.1	?
42	Spectrogram 1	1	58.348442692	59.086011189	1592.4	5042.7	?
43	Spectrogram 1	1	59.657367068	60.478041875	1440.8	5800.9	?
44	Spectrogram 1	1	60.955903155	61.631141920	1554.5	5080.6	?
45	Spectrogram 1	1	62.109258462	63.303911662	1554.5	5649.3	?
46	Spectrogram 1	1	63.418182838	64.311575666	1744.1	5611.4	?
47	Spectrogram 1	1	64.706330636	65.423122556	1554.5	5042.7	?
48	Spectrogram 1	1	65.890595548	66.867094685	1933.6	5800.9	?
49	Spectrogram 1	1	69.038247023	69.910863273	1744.1	4891.0	?
50	Spectrogram 1	1	70.367947976	71.313282247	1668.2	5080.6	?
51	Spectrogram 1	1	71.791143528	72.476770581	2009.5	4815.2	?
52	Spectrogram 1	1	72.902690418	73.619482338	1782.0	4777.3	?
53	Spectrogram 1	1	73.920742710	74.897241848	1668.2	4398.1	?
54	Spectrogram 1	1	75.281608530	76.019177027	1819.9	5194.3	?
55	Spectrogram 1	1	76.912569855	77.764409528	1592.4	4815.2	?
56	Spectrogram 1	1	83.396619298	84.393895013	1819.9	5383.9	?
57	Spectrogram 1	1	84.674378808	85.287287841	1857.8	5156.4	?
58	Spectrogram 1	1	85.920973451	86.762424836	1478.7	5497.6	?
